gene_symbol	missing_fields	route	safety_gate	recommended_action
ADAT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADAT2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADAT3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCK1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCK2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCK5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY10	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY10P1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY8	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCY9	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCYAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADCYAP1R1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADD3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGB	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRA2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRD1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRD2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRE2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRE3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRE4P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRE5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRF3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRF4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRF5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRG7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRL1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRL2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRL3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRL4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADGRV1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH1A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH1C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH5P3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADH7	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADHFE1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADI1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADIG	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADIPOQ	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADIPOR1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADIPOR2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADIRF	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADISSP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADK	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADM2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADM5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADNP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADNP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADO	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADORA1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADORA2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADORA2A-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADORA2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADORA3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPGK	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPGK-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPRH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPRHL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPRHL2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPRM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADPRS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRA1A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRA1B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRA1D	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRA2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRA2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRA2C	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRB1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRB2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRB3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADRM1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADSL	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADSS	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADSS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADSS2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADSSL1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
ADTRP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AEBP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AEBP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AEN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AES	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFAP1-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFAP1L1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFAP1L2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFDN	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFF1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFF2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFF3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFF4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFG1L	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFG2A	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFG2B	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFG3L1P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFG3L2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFM	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFMID	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFP	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AFTPH	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGA	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP1-IT1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP11	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP12P	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP2	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP2-AS1	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP3	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP4	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP5	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
AGAP6	accessibility,safety	unknown	UNKNOWN	manual curation before interpreting candidate rank
